0|1|-2.3529|
0|5|-0.8121|
0|6|0.8543|
0|7|0.9273|
0|9|0.6205|
0|14|-0.8240|
0|17|-0.8611|
0|19|0.3604|
0|25|0.1429|
0|26|-0.3100|
0|30|-0.4283|
0|32|-0.0793|
0|35|-0.6056|
0|40|0.9659|
0|41|0.5472|
0|54|0.3868|
0|58|-0.6591|
0|64|-0.1583|
0|69|0.3872|
0|83|0.4248|
0|84|-0.5028|
0|85|-0.8220|
0|86|0.6579|
0|92|0.2784|
0|110|0.7485|
0|112|0.6623|
0|114|0.8595|
0|115|-0.2023|
0|116|-1.4782|
0|126|0.1406|
0|128|0.8493|
0|132|-0.6950|
0|134|0.7223|
0|135|-1.2111|
0|141|-2.2777|
0|146|1.5605|
0|147|0.7708|
0|157|-0.0442|
0|160|0.6995|
0|171|1.5399|
0|172|-0.0112|
0|182|-0.2948|
0|185|0.0173|
0|188|0.2216|
0|193|1.0420|
0|196|0.2831|
0|199|0.7961|
1|0|-1.2572|
1|6|0.1519|
1|9|-0.3643|
1|10|0.9771|
1|18|-0.5227|
1|21|-1.1573|
1|30|-0.7113|
1|42|0.0979|
1|43|-1.6545|
1|49|-0.2386|
1|56|-1.7993|
1|58|0.5289|
1|63|-0.7716|
1|70|0.2539|
1|73|0.1844|
1|76|-0.2367|
1|81|1.7400|
1|88|0.5398|
1|96|-1.8278|
1|98|0.2824|
1|100|1.1604|
1|104|-0.9837|
1|107|0.3821|
1|110|0.0766|
1|120|1.0052|
1|122|-0.4759|
1|127|1.7382|
1|130|1.3132|
1|132|0.9775|
1|138|-0.0428|
1|151|1.2813|
1|154|-0.2081|
1|163|2.2976|
1|173|-0.1805|
1|187|-0.1413|
2|2|0.4516|
2|12|0.9272|
2|26|-0.5425|
2|33|0.2420|
2|36|0.4785|
2|40|-0.3113|
2|42|-0.2281|
2|43|-0.3310|
2|47|-0.4371|
2|51|1.7143|
2|55|-1.0313|
2|64|-0.3032|
2|66|-0.7051|
2|70|1.0614|
2|72|1.6429|
2|74|0.4103|
2|75|0.1396|
2|79|0.7781|
2|80|-0.9111|
2|82|0.0868|
2|87|0.1494|
2|89|0.6931|
2|93|-0.6005|
2|97|-0.2173|
2|102|0.7040|
2|113|-0.7752|
2|114|0.1309|
2|117|-0.5097|
2|122|-2.1525|
2|123|-1.6883|
2|124|-1.2035|
2|125|1.5656|
2|132|0.7231|
2|136|0.1489|
2|138|0.0456|
2|143|-0.7378|
2|157|0.8314|
2|165|-0.4602|
2|172|0.0312|
2|173|-0.3166|
2|175|1.5849|
2|182|-0.0679|
2|199|-1.1450|
3|4|1.0731|
3|18|-1.3908|
3|21|-1.3740|
3|34|-2.8928|
3|35|0.8613|
3|38|-0.0093|
3|39|-0.9756|
3|44|0.3342|
3|45|-1.8062|
3|47|1.6229|
3|49|-0.3655|
3|51|-1.2436|
3|54|0.9927|
3|61|-0.5170|
3|62|1.4149|
3|63|-0.9074|
3|64|-0.2504|
3|68|-0.4946|
3|71|-0.6141|
3|72|0.7638|
3|80|-0.1559|
3|81|0.9243|
3|99|-1.3670|
3|100|-0.1418|
3|101|-0.9484|
3|102|-2.0895|
3|104|-0.9206|
3|108|0.0353|
3|116|0.1510|
3|118|0.3586|
3|119|2.8280|
3|123|0.6777|
3|124|-0.3202|
3|139|1.4606|
3|144|-0.2825|
3|159|-0.0218|
3|162|0.4297|
3|165|-0.0347|
3|178|2.6344|
3|179|2.3503|
3|181|-0.4805|
3|183|-1.7914|
3|189|-0.4534|
3|191|0.2245|
3|192|0.0528|
3|197|0.2311|
4|8|0.6129|
4|9|-0.6079|
4|17|0.2940|
4|20|0.7806|
4|21|-1.1719|
4|23|-0.8733|
4|33|-1.1422|
4|36|-0.1747|
4|41|0.2233|
4|42|0.2498|
4|47|-0.8016|
4|51|1.6809|
4|58|1.0370|
4|63|-0.3141|
4|76|0.8844|
4|83|0.5866|
4|84|-0.5649|
4|86|0.1802|
4|92|0.6081|
4|94|1.1494|
4|102|0.5721|
4|104|0.3909|
4|106|0.1591|
4|109|-0.8872|
4|120|-0.2775|
4|143|-0.9800|
4|153|-0.6371|
4|156|-0.7789|
4|161|-1.1237|
4|181|-0.2250|
4|194|-1.5007|
4|199|1.3276|
5|1|0.7612|
5|10|-0.7042|
5|20|0.0147|
5|23|0.6119|
5|31|0.1311|
5|35|-0.4022|
5|38|0.7751|
5|48|-1.2042|
5|51|-0.5774|
5|52|-0.3279|
5|58|-0.6750|
5|62|0.3827|
5|64|-0.5626|
5|74|-0.2990|
5|82|0.6413|
5|84|-0.3893|
5|85|-0.5993|
5|86|-0.2535|
5|93|-0.5079|
5|96|0.4581|
5|99|0.6609|
5|100|0.6625|
5|112|0.0597|
5|117|-0.0785|
5|119|-1.9583|
5|130|-0.5031|
5|140|0.7874|
5|143|-0.2119|
5|144|-0.2761|
5|146|-0.7323|
5|149|0.4859|
5|158|-0.1597|
5|159|-0.1860|
5|160|-0.8154|
5|161|-0.2921|
5|177|-1.7653|
5|179|-0.2520|
5|194|1.2368|
6|2|-1.0326|
6|5|0.7542|
6|6|-0.1987|
6|7|0.2336|
6|10|-0.3170|
6|16|-0.4313|
6|22|-0.4708|
6|25|-0.9482|
6|26|0.7121|
6|29|-2.1403|
6|33|-1.3772|
6|52|-0.1976|
6|53|1.1577|
6|63|-0.0119|
6|68|-0.3441|
6|91|0.0407|
6|94|1.6396|
6|97|0.8805|
6|101|0.2735|
6|110|-0.0806|
6|112|-0.5413|
6|113|-0.8132|
6|136|0.1002|
6|140|0.1351|
6|152|0.2290|
6|156|0.0043|
6|160|-1.0790|
6|164|0.1640|
6|171|0.1668|
6|173|0.5916|
6|174|-0.4472|
6|182|1.0056|
6|186|0.2399|
6|193|-0.0968|
6|194|0.5311|
6|196|-0.1901|
6|198|0.4980|
7|0|-0.0190|
7|2|1.8823|
7|3|-0.9625|
7|16|0.5540|
7|18|-0.0351|
7|19|0.6706|
7|21|-0.3236|
7|24|3.5779|
7|26|0.1526|
7|36|-0.6165|
7|37|1.9930|
7|38|0.1792|
7|42|1.0511|
7|50|0.2812|
7|55|2.7811|
7|57|2.5348|
7|59|-1.0683|
7|64|0.5169|
7|69|0.2973|
7|76|0.4875|
7|78|-2.0155|
7|81|1.4803|
7|86|-1.2062|
7|88|-0.6898|
7|90|-1.3992|
7|91|0.7519|
7|101|-0.7030|
7|102|-0.0111|
7|106|0.3307|
7|107|0.4325|
7|110|-0.3032|
7|121|0.1287|
7|123|1.9091|
7|125|0.1576|
7|132|0.5059|
7|138|0.3642|
7|144|0.7380|
7|148|-0.0097|
7|151|0.3671|
7|152|1.0534|
7|153|-1.2087|
7|154|0.5632|
7|157|-0.7001|
7|164|0.8085|
7|167|-2.4231|
7|182|0.6306|
7|185|0.6720|
7|187|0.6841|
7|195|0.0531|
8|1|-0.8098|
8|4|0.2332|
8|14|-0.8468|
8|22|0.5228|
8|23|-0.4385|
8|29|1.4214|
8|33|0.0632|
8|34|-0.8315|
8|38|-0.6350|
8|42|0.7791|
8|47|0.6860|
8|54|0.8680|
8|68|0.4093|
8|70|-0.2931|
